ligand,receptor,secreted
XCL1,CCR6,TRUE
XCL2,CCR6,TRUE
PF4,CCR6,TRUE
DEFB1,CCR6,TRUE
DEFB103A,CCR6,TRUE
CXCL14,CCR6,TRUE
CCL18,CCR6,TRUE
PF4V1,CCR6,TRUE
CCL4L1,CCR6,FALSE
CCL2,CXCR4,TRUE
KIT,CXCR4,FALSE
CCL3L3,CXCR4,TRUE
KITLG,CXCR4,TRUE
CXCL9,CXCR4,FALSE
CCL5,CXCR4,TRUE
CCL8,CXCR4,TRUE
IL4,CXCR4,TRUE
CXCL10,CXCR4,FALSE
TGFB1,CXCR4,FALSE
CXCL11,CXCR4,TRUE
FGF2,CXCR4,TRUE
CXCL12,CXCR4,FALSE
CCL19,CXCR4,TRUE
CCL21,CXCR4,TRUE
CCL25,CXCR4,TRUE
AGT,CXCR4,FALSE
CCL13,CXCR4,TRUE
CCL14,CXCR4,TRUE
CCL15,CXCR4,TRUE
CCL23,CXCR4,TRUE
CCL3,CXCR4,TRUE
CCL7,CXCR4,TRUE
CCL27,CXCR4,TRUE
CCL28,CXCR4,TRUE
CCL16,CXCR4,TRUE
CCL24,CXCR4,TRUE
CCL26,CXCR4,TRUE
CCL17,CXCR4,TRUE
CCL22,CXCR4,TRUE
CCL20,CXCR4,TRUE
CCL1,CXCR4,TRUE
CXCL1,CXCR4,TRUE
CXCL6,CXCR4,TRUE
CXCL8,CXCR4,TRUE
CXCL2,CXCR4,TRUE
CXCL3,CXCR4,TRUE
CXCL5,CXCR4,TRUE
PPBP,CXCR4,TRUE
CXCL13,CXCR4,TRUE
CX3CL1,CXCR4,FALSE
XCL1,CXCR4,TRUE
XCL2,CXCR4,TRUE
MIF,CXCR4,FALSE
TFF2,CXCR4,TRUE
PF4,CXCR4,TRUE
CXCL14,CXCR4,TRUE
CCL18,CXCR4,TRUE
PF4V1,CXCR4,TRUE
CCL4L1,CXCR4,FALSE
TFF3,CXCR4,TRUE
NUDT6,CXCR4,FALSE
CCL2,CX3CR1,TRUE
CCL3L3,CX3CR1,TRUE
CXCL9,CX3CR1,FALSE
CCL5,CX3CR1,TRUE
CCL8,CX3CR1,TRUE
CCL4,CX3CR1,TRUE
CXCL10,CX3CR1,FALSE
CXCL11,CX3CR1,TRUE
CXCL12,CX3CR1,FALSE
CCL19,CX3CR1,TRUE
CCL21,CX3CR1,TRUE
CCL25,CX3CR1,TRUE
CCL13,CX3CR1,TRUE
CCL14,CX3CR1,TRUE
CCL15,CX3CR1,TRUE
CCL23,CX3CR1,TRUE
CCL3,CX3CR1,TRUE
CCL7,CX3CR1,TRUE
CCL27,CX3CR1,TRUE
CCL28,CX3CR1,TRUE
CCL16,CX3CR1,TRUE
CCL11,CX3CR1,TRUE
CCL24,CX3CR1,TRUE
CCL26,CX3CR1,TRUE
CCL17,CX3CR1,TRUE
CCL22,CX3CR1,TRUE
CCL20,CX3CR1,TRUE
CCL1,CX3CR1,TRUE
CXCL1,CX3CR1,TRUE
CXCL6,CX3CR1,TRUE
CXCL8,CX3CR1,TRUE
CXCL2,CX3CR1,TRUE
CXCL3,CX3CR1,TRUE
CXCL5,CX3CR1,TRUE
PPBP,CX3CR1,TRUE
CXCL13,CX3CR1,TRUE
CX3CL1,CX3CR1,FALSE
XCL1,CX3CR1,TRUE
XCL2,CX3CR1,TRUE
PF4,CX3CR1,TRUE
CXCL14,CX3CR1,TRUE
CCL18,CX3CR1,TRUE
PF4V1,CX3CR1,TRUE
CCL4L1,CX3CR1,FALSE
CCL2,CCR7,TRUE
CCL3L3,CCR7,TRUE
CXCL9,CCR7,FALSE
CCL5,CCR7,TRUE
CCL8,CCR7,TRUE
CCL4,CCR7,TRUE
IL6,CCR7,TRUE
CXCL10,CCR7,FALSE
CXCL11,CCR7,TRUE
CXCL12,CCR7,FALSE
CCL19,CCR7,TRUE
CCL21,CCR7,TRUE
CCL25,CCR7,TRUE
CCL13,CCR7,TRUE
CCL14,CCR7,TRUE
CCL15,CCR7,TRUE
CCL23,CCR7,TRUE
CCL3,CCR7,TRUE
CCL7,CCR7,TRUE
CCL27,CCR7,TRUE
CCL28,CCR7,TRUE
CCL16,CCR7,TRUE
CCL11,CCR7,TRUE
CCL24,CCR7,TRUE
CCL26,CCR7,TRUE
CCL17,CCR7,TRUE
CCL22,CCR7,TRUE
CCL20,CCR7,TRUE
CCL1,CCR7,TRUE
CXCL1,CCR7,TRUE
CXCL6,CCR7,TRUE
CXCL8,CCR7,TRUE
CXCL2,CCR7,TRUE
CXCL3,CCR7,TRUE
CXCL5,CCR7,TRUE
PPBP,CCR7,TRUE
CXCL13,CCR7,TRUE
CX3CL1,CCR7,FALSE
XCL1,CCR7,TRUE
XCL2,CCR7,TRUE
PF4,CCR7,TRUE
CXCL14,CCR7,TRUE
CCL18,CCR7,TRUE
PF4V1,CCR7,TRUE
CCL4L1,CCR7,FALSE
CCL2,XCR1,TRUE
CCL3L3,XCR1,TRUE
CXCL9,XCR1,FALSE
CCL5,XCR1,TRUE
CCL8,XCR1,TRUE
CCL4,XCR1,TRUE
CXCL10,XCR1,FALSE
CXCL11,XCR1,TRUE
CXCL12,XCR1,FALSE
CCL19,XCR1,TRUE
CCL21,XCR1,TRUE
CCL25,XCR1,TRUE
CCL13,XCR1,TRUE
CCL14,XCR1,TRUE
CCL15,XCR1,TRUE
CCL23,XCR1,TRUE
CCL3,XCR1,TRUE
CCL7,XCR1,TRUE
CCL27,XCR1,TRUE
CCL28,XCR1,TRUE
CCL16,XCR1,TRUE
CCL11,XCR1,TRUE
CCL24,XCR1,TRUE
CCL26,XCR1,TRUE
CCL17,XCR1,TRUE
CCL22,XCR1,TRUE
CCL20,XCR1,TRUE
CCL1,XCR1,TRUE
CXCL1,XCR1,TRUE
CXCL6,XCR1,TRUE
CXCL8,XCR1,TRUE
CXCL2,XCR1,TRUE
CXCL3,XCR1,TRUE
CXCL5,XCR1,TRUE
PPBP,XCR1,TRUE
CXCL13,XCR1,TRUE
CX3CL1,XCR1,FALSE
XCL1,XCR1,TRUE
XCL2,XCR1,TRUE
PF4,XCR1,TRUE
CXCL14,XCR1,TRUE
CCL18,XCR1,TRUE
PF4V1,XCR1,TRUE
CCL4L1,XCR1,FALSE
CCL2,CXCR5,TRUE
CCL3L3,CXCR5,TRUE
CXCL9,CXCR5,FALSE
CCL5,CXCR5,TRUE
CCL8,CXCR5,TRUE
CCL4,CXCR5,TRUE
CXCL10,CXCR5,FALSE
CXCL11,CXCR5,TRUE
CXCL12,CXCR5,FALSE
CCL19,CXCR5,TRUE
CCL21,CXCR5,TRUE
CCL25,CXCR5,TRUE
CCL13,CXCR5,TRUE
CCL14,CXCR5,TRUE
CCL15,CXCR5,TRUE
CCL23,CXCR5,TRUE
CCL3,CXCR5,TRUE
CCL7,CXCR5,TRUE
CCL27,CXCR5,TRUE
CCL28,CXCR5,TRUE
CCL16,CXCR5,TRUE
CCL11,CXCR5,TRUE
CCL24,CXCR5,TRUE
CCL26,CXCR5,TRUE
CCL17,CXCR5,TRUE
CCL22,CXCR5,TRUE
CCL20,CXCR5,TRUE
CCL1,CXCR5,TRUE
CXCL1,CXCR5,TRUE
CXCL6,CXCR5,TRUE
CXCL8,CXCR5,TRUE
CXCL2,CXCR5,TRUE
CXCL3,CXCR5,TRUE
CXCL5,CXCR5,TRUE
PPBP,CXCR5,TRUE
CXCL13,CXCR5,TRUE
CX3CL1,CXCR5,FALSE
XCL1,CXCR5,TRUE
XCL2,CXCR5,TRUE
PF4,CXCR5,TRUE
CXCL14,CXCR5,TRUE
CCL18,CXCR5,TRUE
PF4V1,CXCR5,TRUE
CCL4L1,CXCR5,FALSE
CCL2,CXCR2,TRUE
CCL3L3,CXCR2,TRUE
CXCL9,CXCR2,FALSE
CCL5,CXCR2,TRUE
CCL8,CXCR2,TRUE
CCL4,CXCR2,TRUE
CXCL10,CXCR2,FALSE
CXCL11,CXCR2,TRUE
CXCL12,CXCR2,FALSE
CCL19,CXCR2,TRUE
CCL21,CXCR2,TRUE
CCL25,CXCR2,TRUE
CCL13,CXCR2,TRUE
CCL14,CXCR2,TRUE
CCL15,CXCR2,TRUE
CCL23,CXCR2,TRUE
CCL3,CXCR2,TRUE
CCL7,CXCR2,TRUE
CCL27,CXCR2,TRUE
CCL28,CXCR2,TRUE
CCL16,CXCR2,TRUE
CCL11,CXCR2,TRUE
CCL24,CXCR2,TRUE
CCL26,CXCR2,TRUE
CCL17,CXCR2,TRUE
CCL22,CXCR2,TRUE
CCL20,CXCR2,TRUE
CCL1,CXCR2,TRUE
CXCL1,CXCR2,TRUE
CXCL6,CXCR2,TRUE
CXCL8,CXCR2,TRUE
CXCL2,CXCR2,TRUE
CXCL3,CXCR2,TRUE
CXCL5,CXCR2,TRUE
PPBP,CXCR2,TRUE
CXCL13,CXCR2,TRUE
CX3CL1,CXCR2,FALSE
XCL1,CXCR2,TRUE
XCL2,CXCR2,TRUE
MIF,CXCR2,FALSE
PF4,CXCR2,TRUE
CXCL14,CXCR2,TRUE
CCL18,CXCR2,TRUE
PF4V1,CXCR2,TRUE
CCL4L1,CXCR2,FALSE
CCL2,CCR9,TRUE
CCL3L3,CCR9,TRUE
CXCL9,CCR9,FALSE
CCL5,CCR9,TRUE
CCL8,CCR9,TRUE
CCL4,CCR9,TRUE
CXCL10,CCR9,FALSE
CXCL11,CCR9,TRUE
CXCL12,CCR9,FALSE
CCL19,CCR9,TRUE
CCL21,CCR9,TRUE
CCL25,CCR9,TRUE
CCL13,CCR9,TRUE
CCL14,CCR9,TRUE
CCL15,CCR9,TRUE
CCL23,CCR9,TRUE
CCL3,CCR9,TRUE
CCL7,CCR9,TRUE
CCL27,CCR9,TRUE
CCL28,CCR9,TRUE
CCL16,CCR9,TRUE
CCL11,CCR9,TRUE
CCL24,CCR9,TRUE
CCL26,CCR9,TRUE
CCL17,CCR9,TRUE
CCL22,CCR9,TRUE
CCL20,CCR9,TRUE
CCL1,CCR9,TRUE
CXCL1,CCR9,TRUE
CXCL6,CCR9,TRUE
CXCL8,CCR9,TRUE
CXCL2,CCR9,TRUE
CXCL3,CCR9,TRUE
CXCL5,CCR9,TRUE
PPBP,CCR9,TRUE
CXCL13,CCR9,TRUE
CX3CL1,CCR9,FALSE
TNFSF15,CCR9,FALSE
XCL1,CCR9,TRUE
XCL2,CCR9,TRUE
PF4,CCR9,TRUE
CXCL14,CCR9,TRUE
CCL18,CCR9,TRUE
PF4V1,CCR9,TRUE
CCL4L1,CCR9,FALSE
CCL5,SDC1,TRUE
HGF,SDC1,TRUE
TGFB1,SDC1,FALSE
FGF2,SDC1,TRUE
MDK,SDC1,TRUE
PTN,SDC1,TRUE
CXCL8,SDC1,TRUE
SLIT1,SDC1,TRUE
SLIT2,SDC1,TRUE
THBS1,SDC1,FALSE
THBS2,SDC1,FALSE
COMP,SDC1,TRUE
LAMA5,SDC1,FALSE
LACRT,SDC1,TRUE
TNC,SDC1,FALSE
COL6A3,SDC1,TRUE
ANGPTL4,SDC1,TRUE
COL6A5,SDC1,TRUE
COL6A6,SDC1,TRUE
THBS4,SDC1,FALSE
COL11A2,SDC1,TRUE
IFNG,TGFB1,TRUE
RB1,TGFB1,FALSE
EGF,TGFB1,TRUE
IL4,TGFB1,TRUE
YBX1,TGFB1,TRUE
HGF,TGFB1,TRUE
TNF,TGFB1,FALSE
TGFBR3,TGFB1,FALSE
IL2,TGFB1,TRUE
IL13,TGFB1,TRUE
TGFB3,TGFB1,TRUE
TGFB2,TGFB1,TRUE
INHBA,TGFB1,TRUE
IL7,TGFB1,TRUE
PTN,TGFB1,TRUE
INHBB,TGFB1,TRUE
EDN1,TGFB1,TRUE
AVP,TGFB1,TRUE
ADCYAP1,TGFB1,TRUE
UTS2,TGFB1,TRUE
FST,TGFB1,TRUE
THBS1,TGFB1,FALSE
CTGF,TGFB1,FALSE
FGF13,TGFB1,TRUE
DCN,TGFB1,FALSE
INHBE,TGFB1,TRUE
LEFTY1,TGFB1,TRUE
BMP3,TGFB1,TRUE
DPP4,TGFB1,FALSE
INHBC,TGFB1,TRUE
PLG,TGFB1,TRUE
LEFTY2,TGFB1,TRUE
CD8A,TGFB1,FALSE
PCNA,NCR2,TRUE
KMT2E,NCR2,FALSE
HLA-A,APLP2,FALSE
PCSK9,APLP2,FALSE
IFNG,VLDLR,TRUE
RELN,VLDLR,FALSE
APOE,VLDLR,TRUE
APOB,VLDLR,TRUE
PCSK9,VLDLR,FALSE
APOC4,VLDLR,TRUE
CXCL9,MTNR1A,FALSE
CCL5,MTNR1A,TRUE
CXCL10,MTNR1A,FALSE
CXCL11,MTNR1A,TRUE
CXCL12,MTNR1A,FALSE
CCL19,MTNR1A,TRUE
CCL21,MTNR1A,TRUE
CCL25,MTNR1A,TRUE
APLN,MTNR1A,TRUE
AGT,MTNR1A,FALSE
KNG1,MTNR1A,TRUE
CCL23,MTNR1A,TRUE
CCL27,MTNR1A,TRUE
CCL28,MTNR1A,TRUE
CCL16,MTNR1A,TRUE
CCL20,MTNR1A,TRUE
CXCL1,MTNR1A,TRUE
CXCL6,MTNR1A,TRUE
CXCL8,MTNR1A,TRUE
CXCL2,MTNR1A,TRUE
CXCL3,MTNR1A,TRUE
CXCL5,MTNR1A,TRUE
PPBP,MTNR1A,TRUE
CXCL13,MTNR1A,TRUE
POMC,MTNR1A,TRUE
PDYN,MTNR1A,TRUE
PENK,MTNR1A,TRUE
ANXA1,MTNR1A,FALSE
MT-RNR2,MTNR1A,TRUE
SAA1,MTNR1A,TRUE
GAL,MTNR1A,TRUE
PMCH,MTNR1A,TRUE
NMS,MTNR1A,TRUE
NMU,MTNR1A,TRUE
PNOC,MTNR1A,TRUE
NPB,MTNR1A,TRUE
NPW,MTNR1A,TRUE
NPY,MTNR1A,TRUE
RLN3,MTNR1A,FALSE
INSL5,MTNR1A,TRUE
CORT,MTNR1A,TRUE
SST,MTNR1A,TRUE
PYY,MTNR1A,TRUE
PPY,MTNR1A,TRUE
CALR,MTNR1A,FALSE
PF4,MTNR1A,TRUE
ANXA1,FPR2,FALSE
MT-RNR2,FPR2,TRUE
SAA1,FPR2,TRUE
FAM3D,FPR2,TRUE
CXCL9,GRM7,FALSE
CCL5,GRM7,TRUE
CXCL10,GRM7,FALSE
CXCL11,GRM7,TRUE
CXCL12,GRM7,FALSE
CCL19,GRM7,TRUE
CCL21,GRM7,TRUE
CCL25,GRM7,TRUE
APLN,GRM7,TRUE
AGT,GRM7,FALSE
KNG1,GRM7,TRUE
CCL23,GRM7,TRUE
CCL27,GRM7,TRUE
CCL28,GRM7,TRUE
CCL16,GRM7,TRUE
CCL20,GRM7,TRUE
CXCL1,GRM7,TRUE
CXCL6,GRM7,TRUE
CXCL8,GRM7,TRUE
CXCL2,GRM7,TRUE
CXCL3,GRM7,TRUE
CXCL5,GRM7,TRUE
PPBP,GRM7,TRUE
CXCL13,GRM7,TRUE
POMC,GRM7,TRUE
PDYN,GRM7,TRUE
PENK,GRM7,TRUE
ANXA1,GRM7,FALSE
MT-RNR2,GRM7,TRUE
SAA1,GRM7,TRUE
GAL,GRM7,TRUE
PMCH,GRM7,TRUE
NMS,GRM7,TRUE
NMU,GRM7,TRUE
PNOC,GRM7,TRUE
NPB,GRM7,TRUE
NPW,GRM7,TRUE
NPY,GRM7,TRUE
RLN3,GRM7,FALSE
INSL5,GRM7,TRUE
CORT,GRM7,TRUE
SST,GRM7,TRUE
PYY,GRM7,TRUE
PPY,GRM7,TRUE
PF4,GRM7,TRUE
PRND,RPSA,FALSE
LAMA1,RPSA,FALSE
LAMA2,RPSA,FALSE
LAMB2,RPSA,FALSE
DUSP18,RPSA,FALSE
TNF,TNFRSF21,FALSE
S100B,AGER,TRUE
S100A1,AGER,TRUE
S100A8,AGER,TRUE
S100A9,AGER,TRUE
IFNG,CD74,TRUE
MIF,CD74,FALSE
HLA-DMA,CD74,FALSE
HLA-DMB,CD74,FALSE
COPA,CD74,TRUE
NGF,NGFR,TRUE
IL2,NGFR,TRUE
BDNF,NGFR,TRUE
NTF3,NGFR,TRUE
NTF4,NGFR,TRUE
NTS,NGFR,TRUE
TTR,NGFR,FALSE
DKK1,LRP1,TRUE
INS,LRP1,TRUE
PDGFB,LRP1,FALSE
WNT3A,LRP1,FALSE
MDK,LRP1,TRUE
CALR,LRP1,FALSE
THBS1,LRP1,FALSE
CTGF,LRP1,FALSE
VWF,LRP1,TRUE
APOA1,LRP1,FALSE
APOE,LRP1,TRUE
APOB,LRP1,TRUE
LGALS9,LRP1,TRUE
APOC3,LRP1,TRUE
APOC2,LRP1,TRUE
PF4,LRP1,TRUE
PCSK9,LRP1,FALSE
APOA4,LRP1,TRUE
APOA2,LRP1,TRUE
FCN2,LRP1,FALSE
HPX,LRP1,TRUE
ERFE,LRP1,TRUE
FCN1,LRP1,FALSE
TGFB1,PTGER2,FALSE
WNT1,LRP6,FALSE
WNT5A,LRP6,FALSE
DKK1,LRP6,TRUE
WNT8A,LRP6,TRUE
BMP4,LRP6,TRUE
WNT3A,LRP6,FALSE
WIF1,LRP6,FALSE
WNT10B,LRP6,TRUE
WNT2,LRP6,TRUE
WNT7A,LRP6,TRUE
WNT4,LRP6,TRUE
RSPO1,LRP6,TRUE
RSPO3,LRP6,TRUE
WNT11,LRP6,TRUE
WNT16,LRP6,TRUE
PTH,LRP6,TRUE
FZD8,LRP6,FALSE
CTGF,LRP6,FALSE
APOE,LRP6,TRUE
WNT3,LRP6,TRUE
WNT5B,LRP6,TRUE
APOB,LRP6,TRUE
WNT10A,LRP6,TRUE
WNT8B,LRP6,TRUE
WNT9A,LRP6,TRUE
WNT9B,LRP6,TRUE
DKK4,LRP6,TRUE
CKLF,LRP6,TRUE
DKK2,LRP6,TRUE
SOSTDC1,LRP6,TRUE
SOST,LRP6,TRUE
NRG1,GPC1,FALSE
SHH,GPC1,FALSE
BMP2,GPC1,TRUE
VEGFA,GPC1,FALSE
SLIT1,GPC1,TRUE
SLIT2,GPC1,TRUE
LAMA1,GPC1,FALSE
CXCL9,ADRA2A,FALSE
CCL5,ADRA2A,TRUE
CXCL10,ADRA2A,FALSE
CXCL11,ADRA2A,TRUE
CXCL12,ADRA2A,FALSE
CCL19,ADRA2A,TRUE
CCL21,ADRA2A,TRUE
CCL25,ADRA2A,TRUE
APLN,ADRA2A,TRUE
AGT,ADRA2A,FALSE
KNG1,ADRA2A,TRUE
CCL23,ADRA2A,TRUE
CCL27,ADRA2A,TRUE
CCL28,ADRA2A,TRUE
CCL16,ADRA2A,TRUE
CCL20,ADRA2A,TRUE
CXCL1,ADRA2A,TRUE
CXCL6,ADRA2A,TRUE
CXCL8,ADRA2A,TRUE
CXCL2,ADRA2A,TRUE
CXCL3,ADRA2A,TRUE
CXCL5,ADRA2A,TRUE
PPBP,ADRA2A,TRUE
CXCL13,ADRA2A,TRUE
POMC,ADRA2A,TRUE
PDYN,ADRA2A,TRUE
PENK,ADRA2A,TRUE
ANXA1,ADRA2A,FALSE
MT-RNR2,ADRA2A,TRUE
SAA1,ADRA2A,TRUE
GAL,ADRA2A,TRUE
PMCH,ADRA2A,TRUE
NMS,ADRA2A,TRUE
NMU,ADRA2A,TRUE
PNOC,ADRA2A,TRUE
NPB,ADRA2A,TRUE
NPW,ADRA2A,TRUE
NPY,ADRA2A,TRUE
RLN3,ADRA2A,FALSE
INSL5,ADRA2A,TRUE
CORT,ADRA2A,TRUE
SST,ADRA2A,TRUE
PYY,ADRA2A,TRUE
PPY,ADRA2A,TRUE
PF4,ADRA2A,TRUE
DBH,ADRA2A,FALSE
IL10,CD40,TRUE
IFNG,CD40,TRUE
CD40LG,CD40,FALSE
TNFSF13B,CD40,FALSE
LTB,CD40,FALSE
IL18,CD40,TRUE
IL6,IL6R,TRUE
PTPN6,IL6R,TRUE
TNF,IL6R,FALSE
OSM,IL6R,TRUE
APOE,TREM2,TRUE
SEMA6D,TREM2,FALSE
CNTN1,NRCAM,FALSE
CNTN2,NRCAM,FALSE
BCAN,NRCAM,TRUE
GDNF,CDH2,FALSE
BDNF,CDH2,TRUE
FGFR4,CDH2,FALSE
IFNG,CXCL16,TRUE
MDK,NCL,TRUE
PTN,NCL,TRUE
RAC1,CDH5,FALSE
IL1B,CDH5,TRUE
BMP6,CDH5,TRUE
ANGPT2,CDH5,TRUE
KDR,CDH5,FALSE
KNG1,CDH5,TRUE
CXCL8,CDH5,TRUE
VEGFA,CDH5,FALSE
ICAM1,CDH5,FALSE
ANGPTL4,CDH5,TRUE
RAC1,ITGA1,FALSE
VEGFD,ITGA1,TRUE
RELN,ITGA1,FALSE
VTN,ITGA1,TRUE
SEMA7A,ITGA1,FALSE
THBS1,ITGA1,FALSE
THBS2,ITGA1,FALSE
VWF,ITGA1,TRUE
COMP,ITGA1,TRUE
LAMB1,ITGA1,FALSE
LAMA4,ITGA1,FALSE
LAMA5,ITGA1,FALSE
LAMC1,ITGA1,FALSE
LAMC2,ITGA1,FALSE
TNC,ITGA1,FALSE
COL6A3,ITGA1,TRUE
LAMA3,ITGA1,FALSE
LAMC3,ITGA1,FALSE
LAMA1,ITGA1,FALSE
LAMB3,ITGA1,FALSE
SPP1,ITGA1,TRUE
LAMA2,ITGA1,FALSE
LAMB2,ITGA1,FALSE
CHAD,ITGA1,FALSE
COL6A6,ITGA1,TRUE
THBS4,ITGA1,FALSE
DUSP18,ITGA1,FALSE
COL11A2,ITGA1,TRUE
RAC1,CDH4,FALSE
CCNA2,TLR2,FALSE
IL6,TLR2,TRUE
CSF2,TLR2,TRUE
TGFB1,TLR2,FALSE
SAA1,TLR2,TRUE
VIP,TLR2,TRUE
VCAN,TLR2,FALSE
DCN,TLR2,FALSE
APOC3,TLR2,TRUE
SFTPA1,TLR2,FALSE
PRG4,TLR2,TRUE
ANXA2,TLR2,FALSE
IL16,GRIN2D,FALSE
TNF,TLR9,FALSE
IL15,CD69,FALSE
LGALS1,CD69,FALSE
S100A8,CD69,TRUE
MYL9,CD69,TRUE
CD40LG,CD83,FALSE
TNF,CD83,FALSE
IL2,CD83,TRUE
NGF,TRPV1,TRUE
TNF,TRPV1,FALSE
NTF3,TRPV1,TRUE
WNT1,FZD1,FALSE
SFRP2,FZD1,TRUE
WNT5A,FZD1,FALSE
WNT8A,FZD1,TRUE
WNT3A,FZD1,FALSE
WIF1,FZD1,FALSE
WNT10B,FZD1,TRUE
WNT2,FZD1,TRUE
WNT7A,FZD1,TRUE
WNT4,FZD1,TRUE
WNT6,FZD1,FALSE
WNT11,FZD1,TRUE
WNT16,FZD1,TRUE
WNT2B,FZD1,TRUE
WNT3,FZD1,TRUE
WNT5B,FZD1,TRUE
WNT7B,FZD1,TRUE
WNT10A,FZD1,TRUE
WNT8B,FZD1,TRUE
WNT9A,FZD1,TRUE
WNT9B,FZD1,TRUE
MYOC,FZD1,TRUE
SFRP4,FZD1,FALSE
SFRP5,FZD1,TRUE
WNT1,FZD3,FALSE
SFRP2,FZD3,TRUE
WNT5A,FZD3,FALSE
WNT8A,FZD3,TRUE
WNT3A,FZD3,FALSE
WNT10B,FZD3,TRUE
WNT2,FZD3,TRUE
WNT7A,FZD3,TRUE
WNT4,FZD3,TRUE
WNT6,FZD3,FALSE
WNT11,FZD3,TRUE
WNT16,FZD3,TRUE
WNT2B,FZD3,TRUE
WNT3,FZD3,TRUE
WNT5B,FZD3,TRUE
WNT7B,FZD3,TRUE
WNT10A,FZD3,TRUE
WNT8B,FZD3,TRUE
WNT9A,FZD3,TRUE
WNT9B,FZD3,TRUE
MYOC,FZD3,TRUE
SFRP4,FZD3,FALSE
SFRP5,FZD3,TRUE
WNT1,FZD6,FALSE
SFRP2,FZD6,TRUE
WNT5A,FZD6,FALSE
WNT8A,FZD6,TRUE
WNT3A,FZD6,FALSE
WNT10B,FZD6,TRUE
WNT2,FZD6,TRUE
WNT7A,FZD6,TRUE
WNT4,FZD6,TRUE
WNT6,FZD6,FALSE
WNT11,FZD6,TRUE
WNT16,FZD6,TRUE
WNT2B,FZD6,TRUE
WNT3,FZD6,TRUE
WNT5B,FZD6,TRUE
WNT7B,FZD6,TRUE
WNT10A,FZD6,TRUE
WNT8B,FZD6,TRUE
WNT9A,FZD6,TRUE
WNT9B,FZD6,TRUE
SFRP4,FZD6,FALSE
SFRP5,FZD6,TRUE
WNT1,FZD8,FALSE
SFRP2,FZD8,TRUE
WNT5A,FZD8,FALSE
WNT8A,FZD8,TRUE
WNT3A,FZD8,FALSE
WNT10B,FZD8,TRUE
WNT2,FZD8,TRUE
WNT7A,FZD8,TRUE
WNT4,FZD8,TRUE
RSPO1,FZD8,TRUE
RSPO3,FZD8,TRUE
WNT6,FZD8,FALSE
WNT11,FZD8,TRUE
WNT16,FZD8,TRUE
WNT2B,FZD8,TRUE
WNT3,FZD8,TRUE
WNT5B,FZD8,TRUE
WNT7B,FZD8,TRUE
WNT10A,FZD8,TRUE
WNT8B,FZD8,TRUE
WNT9A,FZD8,TRUE
WNT9B,FZD8,TRUE
SFRP4,FZD8,FALSE
SFRP5,FZD8,TRUE
WNT1,LRP5,FALSE
WNT5A,LRP5,FALSE
DKK1,LRP5,TRUE
NDP,LRP5,FALSE
WNT8A,LRP5,TRUE
WNT3A,LRP5,FALSE
WNT10B,LRP5,TRUE
WNT2,LRP5,TRUE
WNT7A,LRP5,TRUE
WNT4,LRP5,TRUE
WNT6,LRP5,FALSE
WNT16,LRP5,TRUE
WNT2B,LRP5,TRUE
THBS1,LRP5,FALSE
FZD8,LRP5,FALSE
APOE,LRP5,TRUE
WNT5B,LRP5,TRUE
WNT7B,LRP5,TRUE
WNT10A,LRP5,TRUE
WNT8B,LRP5,TRUE
WNT9A,LRP5,TRUE
WNT9B,LRP5,TRUE
DKK4,LRP5,TRUE
DKK2,LRP5,TRUE
SOSTDC1,LRP5,TRUE
SOST,LRP5,TRUE
FAM3B,LRP5,TRUE
WNT1,FZD7,FALSE
SFRP2,FZD7,TRUE
WNT5A,FZD7,FALSE
WNT8A,FZD7,TRUE
WNT3A,FZD7,FALSE
WNT10B,FZD7,TRUE
WNT2,FZD7,TRUE
WNT7A,FZD7,TRUE
WNT4,FZD7,TRUE
WNT6,FZD7,FALSE
WNT11,FZD7,TRUE
WNT16,FZD7,TRUE
WNT2B,FZD7,TRUE
WNT3,FZD7,TRUE
WNT5B,FZD7,TRUE
WNT7B,FZD7,TRUE
WNT10A,FZD7,TRUE
WNT8B,FZD7,TRUE
WNT9A,FZD7,TRUE
WNT9B,FZD7,TRUE
MYOC,FZD7,TRUE
SFRP4,FZD7,FALSE
SFRP5,FZD7,TRUE
WNT1,FZD2,FALSE
SFRP2,FZD2,TRUE
WNT5A,FZD2,FALSE
WNT8A,FZD2,TRUE
WNT3A,FZD2,FALSE
WNT10B,FZD2,TRUE
WNT2,FZD2,TRUE
WNT7A,FZD2,TRUE
WNT4,FZD2,TRUE
WNT6,FZD2,FALSE
WNT11,FZD2,TRUE
WNT16,FZD2,TRUE
WNT2B,FZD2,TRUE
WNT3,FZD2,TRUE
WNT5B,FZD2,TRUE
WNT7B,FZD2,TRUE
WNT10A,FZD2,TRUE
WNT8B,FZD2,TRUE
WNT9A,FZD2,TRUE
WNT9B,FZD2,TRUE
SFRP4,FZD2,FALSE
SFRP5,FZD2,TRUE
WNT1,FZD10,FALSE
SFRP2,FZD10,TRUE
WNT5A,FZD10,FALSE
WNT8A,FZD10,TRUE
WNT3A,FZD10,FALSE
WNT10B,FZD10,TRUE
WNT2,FZD10,TRUE
WNT7A,FZD10,TRUE
WNT4,FZD10,TRUE
WNT6,FZD10,FALSE
WNT11,FZD10,TRUE
WNT16,FZD10,TRUE
WNT2B,FZD10,TRUE
WNT3,FZD10,TRUE
WNT5B,FZD10,TRUE
WNT7B,FZD10,TRUE
